"filename", "language", "HTML", "JavaScript", "TypeScript", "JSON with Comments", "JSON", "TypeScript JSX", "XML", "Markdown", "comment", "blank", "total"
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\hooks\useDeleteComment.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 7, 57
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\hooks\useLoadComments.ts", "TypeScript", 0, 0, 84, 0, 0, 0, 0, 0, 0, 7, 91
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\hooks\useLoadInitialTopLevelComments.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 6, 60
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\hooks\useScrollToComment.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 1, 3, 27
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\hooks\useUser.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\About\AboutPage.styled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\About\AboutPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Blog\BlogPage.styled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 8
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Blog\BlogPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Blogs\BlogsPage.styled.ts", "TypeScript", 0, 0, 149, 0, 0, 0, 0, 0, 15, 24, 188
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Blogs\BlogsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 159, 0, 0, 2, 15, 176
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\Cancel\Cancel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\Checkout.styles.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\SubscriptionCart\SubscriptionCart.styled.ts", "TypeScript", 0, 0, 107, 0, 0, 0, 0, 0, 1, 18, 126
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\SubscriptionCart\SubscriptionCart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 67, 0, 0, 0, 5, 72
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\Success\Success.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\ViewCart\ViewCart.styled.ts", "TypeScript", 0, 0, 82, 0, 0, 0, 0, 0, 0, 15, 97
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Checkout\ViewCart\ViewCart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 5, 65
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Contact\ContactPage.styled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Contact\ContactPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Home\HomePage.styled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 7
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Home\HomePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Network\Network.styled.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 9, 53
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Network\Network.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 148, 0, 0, 0, 14, 162
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\PlansAndPricing\ConsultationForm\ConsultationForm.styled.ts", "TypeScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 13, 110
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\PlansAndPricing\ConsultationForm\ConsultationForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 165, 0, 0, 0, 20, 185
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\PlansAndPricing\PlansAndPricing.styled.ts", "TypeScript", 0, 0, 178, 0, 0, 0, 0, 0, 0, 29, 207
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\PlansAndPricing\PlansAndPricing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 194, 0, 0, 0, 9, 203
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\PlansAndPricing\SubscriptionCard\SubscriptionCard.styled.ts", "TypeScript", 0, 0, 196, 0, 0, 0, 0, 0, 0, 23, 219
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\PlansAndPricing\SubscriptionCard\SubscriptionCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 77, 0, 0, 0, 8, 85
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\SignInRegister\SignInRegisterPage.styled.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\SignInRegister\SignInRegisterPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Tutorial\TutorialPage.styled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 8
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Tutorial\TutorialPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Tutorials\TutorialsPage.styled.ts", "TypeScript", 0, 0, 215, 0, 0, 0, 0, 0, 0, 34, 249
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\Tutorials\TutorialsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 253, 0, 0, 1, 24, 278
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\CommentHistory\CommentHistory.styled.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 8, 59
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\CommentHistory\CommentHistory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 99, 0, 0, 0, 13, 112
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\EditProfileModal\EditProfileModal.styled.ts", "TypeScript", 0, 0, 79, 0, 0, 0, 0, 0, 0, 11, 90
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\EditProfileModal\EditProfileModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 223, 0, 0, 1, 30, 254
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\EditProfileModal\SocialLinksEditor\SocialLinksEditor.styled.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 7, 36
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\EditProfileModal\SocialLinksEditor\SocialLinksEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 95, 0, 0, 0, 12, 107
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\FavoritesSection\FavoritesSection.styled.ts", "TypeScript", 0, 0, 138, 0, 0, 0, 0, 0, 0, 22, 160
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\FavoritesSection\FavoritesSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 207, 0, 0, 0, 20, 227
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\FollowButton\FollowButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 35, 0, 0, 0, 5, 40
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\FollowList\FollowersList\FollowersList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 88, 0, 0, 0, 13, 101
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\FollowList\FollowingList\FollowingList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 62, 0, 0, 0, 11, 73
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxChatWindow\MessageInboxChatWindow.styled.ts", "TypeScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 10, 102
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxChatWindow\MessageInboxChatWindow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 183, 0, 0, 0, 21, 204
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxChatWindow\SentMessages\SentMessages.styled.ts", "TypeScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 9, 66
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxChatWindow\SentMessages\SentMessages.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 80, 0, 0, 0, 11, 91
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxConvoHistory\MessageInboxConvoHistory.styled.ts", "TypeScript", 0, 0, 80, 0, 0, 0, 0, 0, 0, 19, 99
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxConvoHistory\MessageInboxConvoHistory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 250, 0, 0, 0, 29, 279
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxLayout.styled.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 9, 60
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 6, 40
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxSidebar\MessageInboxSidebar.styled.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxSidebar\MessageInboxSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxSidebar\SidebarButtons\SidebarButtons.styled.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 9, 52
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageInboxLayout\MessageInboxSidebar\SidebarButtons\SidebarButtons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 6, 40
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageUserModal\MessageUserModal.styled.ts", "TypeScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 14, 111
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\MessageUserModal\MessageUserModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 121, 0, 0, 2, 17, 140
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\PublicUserPage\PublicUserPage.styled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\PublicUserPage\PublicUserPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 54, 0, 0, 0, 11, 65
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\SocialLinksDisplay\SocialLinksDisplay.styled.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\SocialLinksDisplay\SocialLinksDisplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 45, 0, 0, 0, 6, 51
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\UserAccountPage\UserAccountPage.styled.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\UserAccountPage\UserAccountPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 73, 0, 0, 0, 7, 80
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\UserProfile.styled.ts", "TypeScript", 0, 0, 267, 0, 0, 0, 0, 0, 1, 42, 310
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\pages\UserProfileLayout\UserProfile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 226, 0, 0, 1, 22, 249
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\checkoutService.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 23
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\commentService.ts", "TypeScript", 0, 0, 141, 0, 0, 0, 0, 0, 0, 30, 171
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\consultFormService.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\conversationService.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 8, 46
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\favouritesService.ts", "TypeScript", 0, 0, 53, 0, 0, 0, 0, 0, 0, 8, 61
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\followService.ts", "TypeScript", 0, 0, 84, 0, 0, 0, 0, 0, 0, 16, 100
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\imageUploadService.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\messageService.ts", "TypeScript", 0, 0, 64, 0, 0, 0, 0, 0, 0, 11, 75
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\networkService.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 24
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\notificationsService.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 5, 26
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\purchasesService.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\tokenService.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 10, 50
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\services\userService.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 9, 54
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Accordion.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\AuthRequest.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Blog\Blog.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\CartItem.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Comment\Comment.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Comment\CommentProps.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Comment\CommentSectionProps.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Content\ContentItem.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Content\ContentType.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Conversations.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\EditProfileProps.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\FavouritesButtonProps.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\ImageUploadResponse.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\LoginRequestBody.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Message.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Notifications.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\PublicProfileType.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\PurchasedItem.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\SocialLinksEditorProps.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\TokenResponse.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\Tutorial\Tutorial.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\User\User.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\User\UserContextType.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 33
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\User\UserProfilePageProps.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\types\User\UserResponse.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\apiUtils.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 11, 42
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\cartUtils.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\checkoutUtils.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 12, 63
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\commentUtils.ts", "TypeScript", 0, 0, 85, 0, 0, 0, 0, 0, 0, 11, 96
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\imageUtils.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 19
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\timeUtils.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\useAuthUtils.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 1, 8, 53
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\userUtils.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 1, 6, 49
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\utils\validationUtils.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 7, 33
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\tsconfig.app.json", "JSON", 0, 0, 0, 0, 25, 0, 0, 0, 2, 4, 31
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\tsconfig.node.json", "JSON", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\frontend\vite.config.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 28
"d:\VanillaJavascript\FullstackFanatic\fullstack-fanatic-mysql\keybindings.json", "JSON with Comments", 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"Total", "-", 13, 31, 8297, 37, 6869, 5552, 32, 10, 94, 2152, 23087